current_epoch,current_step,cycle_time,loss,rec_loss,error,pr
11,25600,0.098,0.320,0.320,0.249,0.977
11,25700,0.098,0.311,0.311,0.299,0.977
11,25800,0.098,0.156,0.156,0.205,0.981
11,25900,0.098,0.474,0.474,0.252,0.976
11,26000,0.098,0.638,0.638,0.335,0.970
11,26100,0.098,0.150,0.150,0.200,0.981
11,26200,0.098,0.476,0.476,0.305,0.981
11,26300,0.098,0.258,0.258,0.243,0.981
11,26400,0.097,0.196,0.196,0.221,0.977
11,26500,0.098,0.481,0.481,0.312,0.969
11,26600,0.097,0.158,0.158,0.231,0.978
11,26700,0.098,0.627,0.627,0.304,0.967
11,26800,0.099,0.340,0.340,0.242,0.977
11,26900,0.098,0.190,0.190,0.231,0.976
11,27000,0.098,0.386,0.386,0.279,0.974
11,27100,0.098,0.261,0.261,0.232,0.983
11,27200,0.099,0.503,0.503,0.274,0.976
11,27300,0.098,0.148,0.148,0.198,0.979
11,27400,0.098,0.188,0.188,0.213,0.980
11,27500,0.098,0.156,0.156,0.231,0.975
11,27600,0.097,0.148,0.148,0.225,0.981
12,27700,0.100,0.252,0.252,0.235,0.976
12,27800,0.098,0.162,0.162,0.198,0.981
12,27900,0.098,0.213,0.213,0.220,0.979
12,28000,0.099,0.673,0.673,0.290,0.977
12,28100,0.098,0.185,0.185,0.215,0.976
12,28200,0.098,0.291,0.291,0.238,0.976
12,28300,0.098,0.223,0.223,0.227,0.976
12,28400,0.098,0.289,0.289,0.244,0.979
12,28500,0.098,0.202,0.202,0.221,0.980
12,28600,0.098,0.234,0.234,0.206,0.984
12,28700,0.098,0.263,0.263,0.231,0.981
12,28800,0.099,0.240,0.240,0.277,0.974
12,28900,0.098,0.128,0.128,0.208,0.980
12,29000,0.098,0.216,0.216,0.230,0.980
12,29100,0.098,1.801,1.801,0.535,0.959
12,29200,0.099,0.286,0.286,0.282,0.973
12,29300,0.098,0.163,0.163,0.199,0.977
12,29400,0.098,0.287,0.287,0.239,0.977
12,29500,0.098,0.181,0.181,0.207,0.979
12,29600,0.099,0.133,0.133,0.203,0.979
12,29700,0.098,0.320,0.320,0.257,0.978
12,29800,0.097,0.155,0.155,0.210,0.980
12,29900,0.097,0.183,0.183,0.219,0.981
12,30000,0.098,0.186,0.186,0.254,0.972
12,30100,0.097,0.619,0.619,0.295,0.977
13,30200,0.099,0.214,0.214,0.233,0.976
13,30300,0.098,0.126,0.126,0.196,0.981
13,30400,0.099,1.194,1.194,0.378,0.964
13,30500,0.097,0.193,0.193,0.233,0.977
13,30600,0.097,0.333,0.333,0.226,0.977
13,30700,0.097,0.252,0.252,0.226,0.973
13,30800,0.099,0.278,0.278,0.255,0.970
13,30900,0.097,0.469,0.469,0.295,0.978
13,31000,0.097,0.173,0.173,0.202,0.980
13,31100,0.097,0.220,0.220,0.224,0.979
13,31200,0.099,1.034,1.034,0.345,0.965
13,31300,0.097,0.152,0.152,0.199,0.982
13,31400,0.097,0.371,0.371,0.245,0.979
13,31500,0.097,0.228,0.228,0.247,0.975
13,31600,0.099,0.362,0.362,0.269,0.974
13,31700,0.097,1.389,1.389,0.384,0.968
13,31800,0.098,0.209,0.209,0.243,0.978
13,31900,0.098,0.117,0.117,0.177,0.983
13,32000,0.099,0.258,0.258,0.219,0.979
13,32100,0.097,0.176,0.176,0.195,0.982
13,32200,0.097,0.449,0.449,0.276,0.978
13,32300,0.097,0.424,0.424,0.238,0.979
13,32400,0.099,0.367,0.367,0.259,0.974
13,32500,0.097,0.218,0.218,0.217,0.979
13,32600,0.097,0.166,0.166,0.230,0.975
14,32700,0.100,0.165,0.165,0.226,0.979
14,32800,0.099,0.127,0.127,0.195,0.983
14,32900,0.097,0.162,0.162,0.198,0.980
14,33000,0.097,0.217,0.217,0.240,0.983
14,33100,0.097,0.167,0.167,0.212,0.981
14,33200,0.098,0.287,0.287,0.231,0.981
14,33300,0.097,0.474,0.474,0.260,0.983
14,33400,0.097,0.298,0.298,0.225,0.981
