current_epoch,current_step,cycle_time,loss,rec_loss,error,pr
43,105700,0.101,0.093,0.093,0.159,0.998
43,105800,0.099,0.103,0.103,0.194,0.997
43,105900,0.100,0.149,0.149,0.204,0.997
43,106000,0.098,0.081,0.081,0.167,0.998
43,106100,0.099,0.096,0.096,0.172,0.997
43,106200,0.098,0.094,0.094,0.174,0.998
43,106300,0.098,0.070,0.070,0.177,0.996
43,106400,0.098,0.066,0.066,0.150,0.998
43,106500,0.098,0.122,0.122,0.162,0.998
43,106600,0.098,0.351,0.351,0.313,0.996
43,106700,0.098,0.179,0.179,0.205,0.998
43,106800,0.098,0.234,0.234,0.251,0.996
43,106900,0.098,0.102,0.102,0.192,0.997
43,107000,0.098,0.094,0.094,0.185,0.997
43,107100,0.100,0.109,0.109,0.169,0.998
43,107200,0.098,0.116,0.116,0.208,0.998
43,107300,0.098,0.099,0.099,0.188,0.997
43,107400,0.098,0.073,0.073,0.156,0.998
43,107500,0.099,0.103,0.103,0.175,0.997
43,107600,0.098,0.101,0.101,0.192,0.998
43,107700,0.099,0.096,0.096,0.173,0.998
43,107800,0.098,0.071,0.071,0.160,0.996
43,107900,0.098,0.107,0.107,0.186,0.998
43,108000,0.099,0.100,0.100,0.186,0.997
43,108100,0.098,0.085,0.085,0.169,0.998
44,108200,0.101,0.112,0.112,0.185,0.997
44,108300,0.098,0.056,0.056,0.160,0.997
44,108400,0.099,0.097,0.097,0.159,0.998
44,108500,0.099,0.057,0.057,0.152,0.998
44,108600,0.098,0.092,0.092,0.191,0.996
44,108700,0.098,0.160,0.160,0.237,0.996
44,108800,0.099,0.093,0.093,0.190,0.997
44,108900,0.098,0.065,0.065,0.156,0.998
44,109000,0.100,0.111,0.111,0.180,0.996
44,109100,0.098,0.122,0.122,0.204,0.998
44,109200,0.098,0.100,0.100,0.197,0.997
44,109300,0.098,0.143,0.143,0.228,0.997
44,109400,0.100,0.120,0.120,0.184,0.999
44,109500,0.099,0.307,0.307,0.256,0.997
44,109600,0.098,0.073,0.073,0.176,0.997
44,109700,0.098,0.131,0.131,0.198,0.998
44,109800,0.099,0.258,0.258,0.265,0.998
44,109900,0.098,0.107,0.107,0.186,0.997
44,110000,0.099,0.077,0.077,0.173,0.998
44,110100,0.098,0.231,0.231,0.240,0.997
44,110200,0.099,0.114,0.114,0.176,0.999
44,110300,0.098,0.078,0.078,0.155,0.998
44,110400,0.098,0.199,0.199,0.245,0.996
44,110500,0.098,0.116,0.116,0.197,0.995
44,110600,0.099,0.097,0.097,0.190,0.996
45,110700,0.101,0.090,0.090,0.165,0.998
45,110800,0.099,0.097,0.097,0.174,0.998
45,110900,0.098,0.101,0.101,0.179,0.998
45,111000,0.100,0.085,0.085,0.177,0.997
45,111100,0.098,0.472,0.472,0.308,0.996
45,111200,0.098,0.089,0.089,0.179,0.998
45,111300,0.098,0.103,0.103,0.194,0.997
45,111400,0.100,0.097,0.097,0.186,0.997
45,111500,0.099,0.093,0.093,0.178,0.998
45,111600,0.098,0.192,0.192,0.233,0.998
45,111700,0.098,0.148,0.148,0.247,0.997
45,111800,0.100,0.112,0.112,0.193,0.996
45,111900,0.098,0.196,0.196,0.258,0.997
45,112000,0.098,0.137,0.137,0.198,0.997
45,112100,0.099,0.111,0.111,0.179,0.998
45,112200,0.098,0.164,0.164,0.207,0.998
45,112300,0.098,0.138,0.138,0.191,0.998
45,112400,0.098,0.160,0.160,0.223,0.997
45,112500,0.098,0.429,0.429,0.311,0.995
45,112600,0.100,0.102,0.102,0.178,0.998
45,112700,0.099,0.093,0.093,0.178,0.997
45,112800,0.098,0.191,0.191,0.255,0.998
45,112900,0.098,0.082,0.082,0.174,0.998
45,113000,0.099,0.165,0.165,0.214,0.998
45,113100,0.098,0.061,0.061,0.159,0.998
46,113200,0.100,0.120,0.120,0.195,0.998
46,113300,0.098,0.155,0.155,0.221,0.996
46,113400,0.098,0.203,0.203,0.280,0.995
46,113500,0.098,0.112,0.112,0.188,0.998
46,113600,0.098,0.077,0.077,0.169,0.997
46,113700,0.099,0.172,0.172,0.205,0.997
46,113800,0.098,0.098,0.098,0.189,0.997
46,113900,0.098,0.122,0.122,0.195,0.998
46,114000,0.098,0.334,0.334,0.245,0.995
46,114100,0.099,0.090,0.090,0.169,0.998
46,114200,0.098,0.667,0.667,0.257,0.996
46,114300,0.098,0.149,0.149,0.208,0.998
46,114400,0.098,0.086,0.086,0.188,0.996
46,114500,0.099,0.148,0.148,0.210,0.995
46,114600,0.098,0.095,0.095,0.171,0.997
46,114700,0.098,0.079,0.079,0.170,0.997
46,114800,0.097,0.080,0.080,0.170,0.998
46,114900,0.099,0.162,0.162,0.224,0.997
46,115000,0.098,0.168,0.168,0.214,0.997
46,115100,0.098,0.132,0.132,0.214,0.997
46,115200,0.098,0.103,0.103,0.194,0.998
46,115300,0.099,0.059,0.059,0.145,0.998
46,115400,0.098,0.213,0.213,0.240,0.996
46,115500,0.098,0.068,0.068,0.147,0.999
46,115600,0.098,0.155,0.155,0.206,0.996
47,115700,0.101,0.074,0.074,0.164,0.998
47,115800,0.099,0.148,0.148,0.227,0.997
47,115900,0.099,0.071,0.071,0.148,0.997
47,116000,0.098,0.215,0.215,0.258,0.998
47,116100,0.099,0.079,0.079,0.168,0.998
47,116200,0.098,0.084,0.084,0.173,0.998
47,116300,0.098,0.135,0.135,0.196,0.998
47,116400,0.098,0.049,0.049,0.130,0.998
47,116500,0.098,0.161,0.161,0.214,0.997
47,116600,0.098,0.079,0.079,0.149,0.998
47,116700,0.099,0.098,0.098,0.189,0.996
47,116800,0.098,0.109,0.109,0.162,0.998
47,116900,0.100,0.089,0.089,0.168,0.998
47,117000,0.099,0.053,0.053,0.129,0.998
47,117100,0.099,0.091,0.091,0.189,0.997
47,117200,0.098,0.169,0.169,0.224,0.998
47,117300,0.101,0.086,0.086,0.175,0.998
47,117400,0.099,0.061,0.061,0.155,0.998
47,117500,0.098,0.172,0.172,0.250,0.993
47,117600,0.098,0.070,0.070,0.157,0.998
47,117700,0.100,0.134,0.134,0.249,0.991
47,117800,0.098,0.077,0.077,0.162,0.998
47,117900,0.098,0.156,0.156,0.207,0.997
47,118000,0.098,0.103,0.103,0.179,0.997
47,118100,0.100,0.135,0.135,0.203,0.998
47,118200,0.098,0.082,0.082,0.166,0.998
48,118300,0.102,0.086,0.086,0.178,0.997
48,118400,0.099,0.146,0.146,0.201,0.997
48,118500,0.100,0.103,0.103,0.181,0.995
48,118600,0.098,0.079,0.079,0.164,0.998
48,118700,0.098,0.067,0.067,0.163,0.996
48,118800,0.098,0.067,0.067,0.153,0.998
48,118900,0.099,0.072,0.072,0.174,0.997
48,119000,0.098,0.062,0.062,0.153,0.999
48,119100,0.098,0.084,0.084,0.159,0.998
48,119200,0.098,0.126,0.126,0.197,0.998
48,119300,0.098,0.128,0.128,0.220,0.996
48,119400,0.098,0.075,0.075,0.166,0.998
48,119500,0.098,0.229,0.229,0.275,0.997
48,119600,0.099,0.167,0.167,0.232,0.996
48,119700,0.099,0.106,0.106,0.190,0.997
48,119800,0.098,0.066,0.066,0.147,0.998
48,119900,0.098,0.077,0.077,0.148,0.998
48,120000,0.098,0.211,0.211,0.208,0.996
48,120100,0.099,0.197,0.197,0.236,0.997
48,120200,0.098,0.200,0.200,0.248,0.995
48,120300,0.098,0.051,0.051,0.138,0.998
48,120400,0.098,0.106,0.106,0.181,0.998
48,120500,0.098,0.096,0.096,0.187,0.997
48,120600,0.098,0.070,0.070,0.153,0.998
48,120700,0.098,0.056,0.056,0.150,0.997
49,120800,0.100,0.093,0.093,0.167,0.998
49,120900,0.099,0.053,0.053,0.142,0.998
49,121000,0.098,0.191,0.191,0.228,0.997
49,121100,0.098,0.068,0.068,0.151,0.997
49,121200,0.097,0.042,0.042,0.118,0.999
49,121300,0.098,0.117,0.117,0.189,0.998
49,121400,0.098,0.112,0.112,0.198,0.997
49,121500,0.098,0.194,0.194,0.217,0.997
49,121600,0.098,0.046,0.046,0.133,0.999
49,121700,0.098,0.149,0.149,0.223,0.997
49,121800,0.098,0.070,0.070,0.166,0.997
49,121900,0.098,0.108,0.108,0.188,0.997
49,122000,0.098,0.074,0.074,0.166,0.995
49,122100,0.100,0.300,0.300,0.253,0.996
49,122200,0.098,0.070,0.070,0.160,0.998
49,122300,0.098,0.120,0.120,0.192,0.994
49,122400,0.099,0.095,0.095,0.203,0.996
49,122500,0.099,0.041,0.041,0.131,0.997
49,122600,0.098,0.143,0.143,0.221,0.997
49,122700,0.098,0.110,0.110,0.185,0.998
49,122800,0.098,0.121,0.121,0.201,0.998
49,122900,0.099,0.052,0.052,0.134,0.998
49,123000,0.099,0.079,0.079,0.163,0.997
49,123100,0.098,0.066,0.066,0.153,0.998
49,123200,0.098,0.103,0.103,0.159,0.998
50,123300,0.102,0.095,0.095,0.185,0.997
50,123400,0.098,0.160,0.160,0.210,0.997
50,123500,0.099,0.070,0.070,0.157,0.998
50,123600,0.098,0.089,0.089,0.175,0.997
50,123700,0.101,0.089,0.089,0.173,0.997
50,123800,0.099,0.115,0.115,0.178,0.996
50,123900,0.099,0.068,0.068,0.169,0.997
50,124000,0.099,0.059,0.059,0.156,0.998
50,124100,0.100,0.057,0.057,0.147,0.998
50,124200,0.098,0.062,0.062,0.158,0.998
50,124300,0.099,0.092,0.092,0.172,0.996
50,124400,0.098,0.104,0.104,0.181,0.998
50,124500,0.100,0.144,0.144,0.242,0.997
50,124600,0.098,0.058,0.058,0.148,0.998
50,124700,0.098,0.101,0.101,0.190,0.997
50,124800,0.098,0.061,0.061,0.142,0.998
50,124900,0.100,0.079,0.079,0.169,0.998
50,125000,0.098,0.108,0.108,0.189,0.996
50,125100,0.098,0.091,0.091,0.180,0.998
50,125200,0.098,0.109,0.109,0.189,0.997
50,125300,0.100,0.060,0.060,0.149,0.997
50,125400,0.098,0.106,0.106,0.183,0.998
50,125500,0.099,0.077,0.077,0.167,0.996
50,125600,0.098,0.079,0.079,0.162,0.998
50,125700,0.099,0.066,0.066,0.143,0.997
